,property_type,price,location,city,province_name,latitude,longitude,baths,purpose,bedrooms,date_added,agency,agent,Area_in_Marla
20576,Upper Portion,45000,G-13,Islamabad,Islamabad Capital,33.649315,72.968395,0,For Rent,3,2019-06-20,Three Brothers Real Estate,Abdul Wahid,12.0
20577,House,60000,Bahria Town,Islamabad,Islamabad Capital,33.680226,73.22201,3,For Rent,3,2018-10-20,Self,Self,5.0
20578,Lower Portion,37000,Bahria Town,Islamabad,Islamabad Capital,33.698471999999995,73.223812,3,For Rent,2,2019-06-29,Bawany Real Estate & Builders,M Rabeet Bawany,8.0
20579,Flat,95000,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,3,For Rent,3,2019-07-02,Property Expert,Amir Sohail,8.9
20580,Lower Portion,20000,Ghauri Town,Islamabad,Islamabad Capital,33.619337,73.125315,3,For Rent,2,2018-10-20,Self,Self,5.0
20581,Flat,22000,DHA Defence,Islamabad,Islamabad Capital,33.5244025,73.1469834,3,For Rent,2,2019-05-05,AL Farrukh Real Estate & Builders,Malik Taimoor Ahmed,4.9
20582,Flat,13000,DHA Defence,Islamabad,Islamabad Capital,33.5244025,73.1469834,1,For Rent,1,2019-06-27,Satti Associates,Waseem Satti,2.7
20583,House,80000,G-9,Islamabad,Islamabad Capital,33.686496000000005,73.039076,3,For Rent,5,2018-10-20,Self,Self,6.0
20584,Lower Portion,40000,G-13,Islamabad,Islamabad Capital,33.650065000000005,72.96368100000001,3,For Rent,2,2018-10-20,Self,Self,8.0
20585,House,525000,F-7,Islamabad,Islamabad Capital,33.716273,73.056235,7,For Rent,9,2018-10-20,Self,Self,40.0
20586,Flat,75000,G-11,Islamabad,Islamabad Capital,33.674768,72.99846,3,For Rent,3,2019-05-05,Ash'hab Enterprises,Shah Khan,7.6
20587,Flat,60000,G-11,Islamabad,Islamabad Capital,33.674768,72.99846,2,For Rent,2,2019-02-17,Al Quaid Enterprises,Tariq,6.7
20588,Flat,60000,F-11,Islamabad,Islamabad Capital,33.680818,72.989323,2,For Rent,2,2019-01-05,Ash'hab Enterprises,Shah Khan,6.7
20589,Flat,50000,E-11,Islamabad,Islamabad Capital,33.694959000000004,72.97041899999999,2,For Rent,2,2019-05-05,Ash'hab Enterprises,Ashhubz Google Us,5.6
20590,Lower Portion,20000,Ghauri Town,Islamabad,Islamabad Capital,33.61855,73.135471,3,For Rent,2,2018-10-20,Self,Self,5.0
20591,Flat,150000,F-8,Islamabad,Islamabad Capital,33.707982,73.050476,2,For Rent,1,2019-06-04,Qalam Sher Associates,Qalam Sher,6.7
20592,Lower Portion,40000,Green Avenue,Islamabad,Islamabad Capital,33.668941,73.151413,4,For Rent,3,2018-10-20,Self,Self,10.0
20593,Flat,130000,F-8,Islamabad,Islamabad Capital,33.707982,73.050476,1,For Rent,1,2019-06-04,Qalam Sher Associates,Qalam Sher,3.9
20594,Upper Portion,45000,Soan Garden,Islamabad,Islamabad Capital,33.554271,73.155599,0,For Rent,0,2018-10-20,Self,Self,20.0
20595,House,8500000,Satiana Road,Faisalabad,Punjab,31.37861,73.12924,4,For Sale,4,2018-10-20,Al Najaf Estate Agency,Syed Faraz Tahir Sy,3.3
20596,House,5500000,Sitara Colony,Faisalabad,Punjab,31.372253000000004,73.03658,2,For Sale,3,2018-10-20,Self,Self,4.0
20597,Flat,2000000,Canal Road,Faisalabad,Punjab,31.431648,73.12188499999999,1,For Sale,1,2018-11-19,Anmol Estate Linker,Sheikh Tanveer Ahmad,2.0
20598,House,30000000,Canal Road,Faisalabad,Punjab,31.429527,73.155627,6,For Sale,5,2018-10-20,Self,Self,11.8
20599,House,26000000,D Type Colony,Faisalabad,Punjab,31.378405,73.08161,0,For Sale,0,2018-10-20,Self,Self,4.5
20600,House,8000000,Garden Colony,Faisalabad,Punjab,31.397495000000003,73.105595,4,For Sale,3,2018-10-20,Self,Self,5.0
20601,House,9000000,Millat Town,Faisalabad,Punjab,31.493164,73.102634,4,For Sale,3,2018-10-20,Self,Self,10.0
20602,House,5500000,Waris Pura,Faisalabad,Punjab,31.385662,73.095031,1,For Sale,2,2018-10-20,Self,Self,6.0
20603,House,6500000,Mansoorabad,Faisalabad,Punjab,31.435657,73.11859799999999,3,For Sale,2,2018-10-20,Self,Self,4.0
20604,House,18500000,Bilal Colony,Rawalpindi,Punjab,33.646551,73.086988,4,For Sale,4,2018-11-06,Self,Self,7.0
20605,House,5000000,Airport Housing Society,Rawalpindi,Punjab,33.590885,73.133533,2,For Sale,2,2018-11-06,Self,Self,5.0
20606,House,4500000,Chakri Road,Rawalpindi,Punjab,33.543125,72.98946,2,For Sale,3,2018-11-06,Self,Self,5.0
20607,House,23500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.537281,73.10770500000001,0,For Sale,5,2018-11-06,Self,Self,10.0
20608,House,3000000,Ashraf Colony,Rawalpindi,Punjab,33.558562,73.026545,3,For Sale,3,2018-11-06,Self,Self,5.0
20609,House,24000000,Media Town,Rawalpindi,Punjab,33.560887,73.125937,6,For Sale,5,2018-11-06,Self,Self,12.0
20610,House,31500000,Satellite Town,Rawalpindi,Punjab,33.641205,73.06577,6,For Sale,6,2018-11-06,Prime Real Estate & Builders,Prime Deals,8.0
20611,House,5500000,Adiala Road,Rawalpindi,Punjab,33.550869,73.05618199999999,2,For Sale,2,2018-11-06,Self,Self,5.0
20612,House,8500000,Airport Housing Society,Rawalpindi,Punjab,33.584261,73.121663,5,For Sale,5,2018-11-06,Self,Self,6.0
20613,House,36000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.57022,73.116674,0,For Sale,9,2018-11-06,Self,Self,22.0
20614,House,4500000,KRL Road,Rawalpindi,Punjab,33.616254337948,73.108488321304,0,For Sale,0,2018-11-06,Self,Self,2.5
20615,House,5500000,Dhok Sayedan Road,Rawalpindi,Punjab,33.587944907177,73.01358103752099,2,For Sale,3,2018-11-06,Self,Self,10.0
20616,House,6000000,Gulshan Abad,Rawalpindi,Punjab,33.530556,73.06126400000001,3,For Sale,2,2018-11-06,Self,Self,7.0
20617,House,4700000,Wah Link Road,Rawalpindi,Punjab,33.742691,72.731802,3,For Sale,5,2018-11-06,Self,Self,7.0
20618,Flat,1450000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.498746999999995,73.100942,0,For Sale,1,2018-11-06,Self,Self,5.0
20619,House,21000000,Pindora,Rawalpindi,Punjab,33.64351839448,73.07051897049,7,For Sale,6,2018-11-06,Self,Self,9.0
20620,House,7000000,Dhok Sayedan Road,Rawalpindi,Punjab,33.5926,73.00541,6,For Sale,4,2018-11-06,Self,Self,5.0
20621,House,36000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.485576,73.08393000000001,5,For Sale,5,2018-11-06,Self,Self,20.0
20622,House,9000000,Ghauri Town,Rawalpindi,Punjab,33.622767,73.127074,0,For Sale,0,2018-11-06,Self,Self,5.0
20623,House,5200000,Adiala Road,Rawalpindi,Punjab,33.51963,73.048,3,For Sale,3,2018-11-06,Self,Self,7.0
20624,House,16000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,6,For Sale,5,2019-06-27,Alrehman Builders & Real Estate,Shafqat Rasool,7.0
20625,House,29000000,Gulistan-e-Jinnah Colony,Rawalpindi,Punjab,33.66089,73.08591,5,For Sale,8,2018-11-06,Self,Self,12.0
20626,House,55000,Rachna Town,Faisalabad,Punjab,31.390571,73.115802,0,For Rent,0,2018-10-20,Self,Self,11.0
20627,House,33000,Eden Gardens,Faisalabad,Punjab,31.425441,73.145077,4,For Rent,4,2018-10-20,Self,Self,5.0
20628,House,32000,Eden Gardens,Faisalabad,Punjab,31.424316,73.149465,0,For Rent,0,2018-10-20,Rukh e Sana Real Estate,Mr. Aoun Azam,5.0
20629,Upper Portion,38000,Khayaban Gardens,Faisalabad,Punjab,31.473328,73.089108,0,For Rent,0,2018-10-20,Self,Self,11.0
20630,House,50000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,4,For Rent,4,2018-10-20,Self,Self,7.5
20631,Upper Portion,17000,Airport Housing Society,Rawalpindi,Punjab,33.590885,73.133533,3,For Rent,3,2018-10-20,Self,Self,7.0
20632,Lower Portion,33000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.485576,73.08393000000001,0,For Rent,0,2018-11-07,Self,Self,10.0
20633,Upper Portion,35000,Peshawar Road,Rawalpindi,Punjab,33.602665,73.0302,2,For Rent,2,2018-10-20,Self,Self,12.0
20634,House,100000,Aria Mohalla,Rawalpindi,Punjab,33.608375,73.066684,4,For Rent,3,2018-10-20,Self,Self,18.0
20635,Flat,28000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,1,For Rent,1,2019-07-01,Safari Estate,Sheikh Jawad,3.1
20636,House,65000,Askari 14,Rawalpindi,Punjab,33.543004,73.067576,4,For Rent,4,2019-06-29,ACE Real Estate,Mehsum Kazmi Dawood Iqbal,12.0
20637,House,55000,Askari 14,Rawalpindi,Punjab,33.543004,73.067576,5,For Rent,5,2019-05-06,ACE Real Estate,Mehsum Kazmi Dawood Iqbal,10.0
20638,House,75000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.509017,73.08121899999999,5,For Rent,5,2018-11-07,Self,Self,12.0
20639,Flat,70000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,2,For Rent,2,2018-11-07,Self,Self,4.7
20640,House,15000,Chaklala,Rawalpindi,Punjab,33.597539000000005,73.08816999999999,1,For Rent,3,2018-10-20,Self,Self,5.0
20641,House,11200000,Johar Town,Lahore,Punjab,31.470038,74.26002199999999,3,For Sale,3,2018-11-05,Self,Self,5.0
20644,House,21000000,Sabzazar Scheme,Lahore,Punjab,31.515411,74.25829399999999,5,For Sale,5,2019-06-11,Tayyab Associates Estate & Builders,Zunair Khadim,10.0
20645,Flat,19000000,DHA Defence,Lahore,Punjab,31.502374,74.44698000000001,4,For Sale,3,2018-11-05,Self,Self,9.0
20646,House,9000000,Al Rehman Garden,Lahore,Punjab,31.598824,74.228218,5,For Sale,4,2019-07-02,Al Raheem Estate & Builders,"Dildar Khan, Gulfam, Saeed Bajwa",5.0
20649,House,5500000,Al Rehman Garden,Lahore,Punjab,31.598824,74.228218,4,For Sale,3,2019-02-03,Al Raheem Estate & Builders,"Dildar Khan, Gulfam, Saeed Bajwa",3.0
20650,House,8700000,Al Rehman Garden,Lahore,Punjab,31.598824,74.228218,5,For Sale,4,2019-02-03,Al Raheem Estate & Builders,"Dildar Khan, Gulfam, Saeed Bajwa",5.0
20651,House,9000000,Al Rehman Garden,Lahore,Punjab,31.598824,74.228218,5,For Sale,4,2019-02-03,Al Raheem Estate & Builders,"Dildar Khan, Gulfam, Saeed Bajwa",5.0
20652,House,9500000,Al Rehman Garden,Lahore,Punjab,31.598824,74.228218,5,For Sale,4,2019-02-03,Al Raheem Estate & Builders,Dildar Khan Gulfam Saeed Bajwa,6.0
20653,House,5000000,Al Rehman Garden,Lahore,Punjab,31.598824,74.228218,4,For Sale,3,2019-02-03,Al Raheem Estate & Builders,Dildar Khan Gulfam Saeed Bajwa,3.0
20654,House,5000000,Ferozepur Road,Lahore,Punjab,31.502166,74.333439,3,For Sale,3,2018-11-05,Self,Self,3.0
20655,Farm House,14000000,Karbath,Lahore,Punjab,31.438667,74.495138,2,For Sale,3,2019-05-03,Personal Realtors Estate & Builders,Muhammad Asif,32.0
20656,House,5800000,Mughalpura,Lahore,Punjab,31.571516,74.36708399999999,0,For Sale,0,2018-11-05,Self,Self,3.7
20657,House,19000000,Valencia Housing Society,Lahore,Punjab,31.40537,74.25708,4,For Sale,4,2018-11-05,Self,Self,10.0
20658,Flat,4800000,Raiwind Road,Lahore,Punjab,31.318439,74.22528299999999,2,For Sale,2,2019-06-28,AL Arz Estate & Builders,Masood Ahmad,5.0
20659,House,55000000,DHA Defence,Lahore,Punjab,31.467105,74.459581,6,For Sale,5,2018-11-05,Self,Self,20.0
20660,House,13000000,Bahria Orchard,Lahore,Punjab,31.317348,74.206967,3,For Sale,3,2019-06-29,Zamil Real Estate,Imran Ahmad,8.0
20661,House,17000000,Garhi Shahu,Lahore,Punjab,31.56625,74.344125,4,For Sale,7,2018-11-05,Self,Self,13.0
20662,Flat,11800000,Askari,Lahore,Punjab,31.460187,74.432459,4,For Sale,3,2019-06-28,Manzoor Associates,Manzoor Ahmed,10.0
20663,House,12900000,Defence Road,Lahore,Punjab,31.389839,74.285774,3,For Sale,4,2019-02-03,Al Umar Associates,Anila Chaudhry,5.0
20664,House,12000000,Tajpura,Lahore,Punjab,31.557474,74.401431,3,For Sale,5,2018-11-05,Self,Self,5.0
20665,House,21000000,Allama Iqbal Road,Lahore,Punjab,31.559198,74.35116500000001,0,For Sale,0,2018-11-05,Self,Self,11.0
20666,House,2800000,Lalazar,Lahore,Punjab,31.466167,74.244961,2,For Sale,2,2018-11-05,Self,Self,2.0
20667,House,3800000,Rizwan Garden Scheme,Lahore,Punjab,31.584568,74.47378,2,For Sale,0,2018-11-05,Self,Self,3.0
20668,House,3500000,Taj Bagh Scheme,Lahore,Punjab,31.563252,74.413877,3,For Sale,3,2018-11-05,Self,Self,1.5
20669,House,8200000,Al Hafeez Gardens,Lahore,Punjab,31.590394,74.467811,4,For Sale,3,2018-11-05,Self,Self,4.0
20670,House,45000000,Johar Town,Lahore,Punjab,31.458466,74.292161,7,For Sale,5,2018-11-05,Self,Self,20.0
20671,House,4490000,Omega Homes,Lahore,Punjab,31.617847,74.217387,3,For Sale,3,2019-05-03,Property Exchange,Samran Imran,3.0
20672,House,14000000,Central Park Housing Scheme,Lahore,Punjab,31.321674,74.38086,0,For Sale,0,2018-11-05,Self,Self,10.0
20673,House,39500000,Architects Engineers Housing Society,Lahore,Punjab,31.443749,74.259152,7,For Sale,6,2018-11-05,Self,Self,20.0
20674,House,80000000,Punjab Govt Employees Society,Lahore,Punjab,31.443383,74.286325,0,For Sale,10,2019-02-03,Khalil Sons Real Estate & Builders,"Khalil Sons Real Estate & Builders, Sheikh Bilal",40.0
20675,House,65000000,DHA Defence,Lahore,Punjab,31.471571,74.44590600000001,6,For Sale,5,2018-11-05,Self,Self,20.0
20676,House,21500000,Bahria Town,Lahore,Punjab,31.368955,74.179244,3,For Sale,5,2018-11-05,Self,Self,10.0
20677,House,4500000,Saggian Wala Bypass Road,Lahore,Punjab,31.598821,74.253584,0,For Sale,0,2018-11-05,Self,Self,6.0
20678,House,19000000,Allama Iqbal Town,Lahore,Punjab,31.508898,74.28335600000001,4,For Sale,4,2019-03-05,Shahzad Estate & Builders,Shahzad Baloch,10.0
20679,House,30000000,DHA Defence,Lahore,Punjab,31.465422,74.38530899999999,5,For Sale,5,2018-11-05,Self,Self,20.0
20680,House,15000000,Johar Town,Lahore,Punjab,31.462347,74.293642,4,For Sale,4,2018-11-05,Self,Self,5.0
20681,Farm House,23000000,Bedian Road,Lahore,Punjab,31.473474,74.429569,1,For Sale,1,2018-11-05,Self,Self,80.0
20682,House,22500000,Sabzazar Scheme,Lahore,Punjab,31.515411,74.25829399999999,5,For Sale,5,2018-11-05,Al Bashir Estate Centre,Muhammad Bashir,10.0
20683,House,12500000,Formanites Housing Scheme,Lahore,Punjab,31.447703000000004,74.409313,5,For Sale,5,2019-06-03,Self,Self,5.0
20684,House,32500000,PCSIR Housing Scheme,Lahore,Punjab,31.452023,74.26255,6,For Sale,5,2019-04-03,Self,Self,18.0
20685,House,3700000,Allama Iqbal Town,Lahore,Punjab,31.521703,74.298978,3,For Sale,4,2018-11-05,Self,Self,2.5
20686,Flat,14500000,DHA Defence,Lahore,Punjab,31.466814000000003,74.381748,1,For Sale,1,2018-11-05,Self,Self,3.9
20687,House,3500000,Chungi Amar Sadhu,Lahore,Punjab,31.450925,74.354287,2,For Sale,3,2018-11-05,Self,Self,3.0
20688,House,21000000,Bahria Town,Lahore,Punjab,31.368955,74.179244,6,For Sale,5,2019-06-11,Self,Self,10.0
20689,House,55000000,DHA Defence,Lahore,Punjab,31.469155,74.47055300000001,6,For Sale,5,2018-11-05,Property Club,Abdul Majeed CEO,20.0
20690,House,120000000,DHA Defence,Lahore,Punjab,31.469155,74.47055300000001,8,For Sale,7,2018-11-05,Property Club,Abdul Majeed CEO,20.0
20691,House,35000000,DHA Defence,Lahore,Punjab,31.469155,74.47055300000001,5,For Sale,4,2018-11-05,Property Club,Abdul Majeed CEO,14.0
20692,House,29000000,DHA Defence,Lahore,Punjab,31.469155,74.47055300000001,5,For Sale,4,2018-11-05,Property Club,Abdul Majeed CEO,14.0
20693,House,19000000,DHA Defence,Lahore,Punjab,31.469155,74.47055300000001,5,For Sale,4,2018-11-05,Property Club,Abdul Majeed CEO,10.0
20694,House,21000000,DHA Defence,Lahore,Punjab,31.469155,74.47055300000001,5,For Sale,4,2018-11-05,Property Club,Abdul Majeed CEO,10.0
20695,House,12500000,Muslim Town,Lahore,Punjab,31.519709,74.32281,5,For Sale,5,2018-11-05,Self,Self,6.0
20696,House,24000000,DHA Defence,Lahore,Punjab,31.469155,74.47055300000001,5,For Sale,4,2018-11-05,Property Club,Abdul Majeed CEO,10.0
20697,House,7500000,Military Accounts Housing Society,Lahore,Punjab,31.421266,74.28397199999999,2,For Sale,2,2018-11-05,Self,Self,5.5
20698,House,6000000,Hassan Town,Lahore,Punjab,31.505514,74.265089,2,For Sale,3,2018-11-05,Self,Self,2.0
20699,House,8700000,PCSIR Housing Scheme,Lahore,Punjab,31.452023,74.26255,4,For Sale,3,2018-11-05,Self,Self,3.0
20700,House,13000000,Taj Bagh Scheme,Lahore,Punjab,31.563252,74.413877,4,For Sale,3,2018-11-05,Self,Self,8.0
20701,House,13500000,Bahria Orchard,Lahore,Punjab,31.317861,74.21814,4,For Sale,4,2019-06-11,Zamil Real Estate,Imran Ahmad,8.0
20702,House,14800000,Sabzazar Scheme,Lahore,Punjab,31.517532,74.260182,4,For Sale,3,2018-11-05,Self,Self,5.0
20703,House,75000000,Wapda Town,Lahore,Punjab,31.42837,74.268594,6,For Sale,6,2018-11-05,I. S Builders,Mian Sohail Zafar,40.0
20704,House,20000000,Walton Road,Lahore,Punjab,31.477098,74.357271,0,For Sale,0,2018-11-05,Self,Self,20.0
20705,House,45000000,DHA Defence,Lahore,Punjab,31.462493,74.40934200000001,6,For Sale,6,2018-11-05,Self,Self,20.0
20706,House,44000000,DHA Defence,Lahore,Punjab,31.47428,74.38091800000001,6,For Sale,5,2019-06-30,Syed Brothers PVT LTD (Ph: 2 DHA),Syed Brothers,20.0
20707,Flat,6500000,Gulistan-e-Jauhar,Karachi,Sindh,24.926606,67.13038399999999,2,For Sale,2,2018-10-20,Self,Self,4.2
20708,House,12000000,Landhi,Karachi,Sindh,24.83866,67.17456,10,For Sale,11,2018-10-20,Self,Self,13.6
20709,Flat,5500000,M. A. Jinnah Road,Karachi,Sindh,24.855991,67.009476,0,For Sale,2,2018-10-20,Self,Self,4.7
20710,House,12000000,North Karachi,Karachi,Sindh,24.97466,67.05466700000001,5,For Sale,4,2018-10-20,Self,Self,4.8
20711,Flat,3100000,North Nazimabad,Karachi,Sindh,24.964895,67.066877,1,For Sale,2,2018-10-20,Self,Self,3.1
20712,Flat,3600000,New Karachi,Karachi,Sindh,25.004257,67.05979,2,For Sale,2,2018-10-20,Self,Self,3.3
20713,House,126500000,DHA Defence,Karachi,Sindh,24.805045,67.064323,7,For Sale,6,2019-03-10,Property Prime Time,Shoaib Asif,20.0
20714,House,13500000,Jamshed Town,Karachi,Sindh,24.839945,67.074065,3,For Sale,6,2018-10-20,Self,Self,2.8
20715,House,14000000,Federal B Area,Karachi,Sindh,24.950499,67.07654699999999,3,For Sale,4,2018-10-20,Self,Self,4.8
20716,Upper Portion,7500000,Gulistan-e-Jauhar,Karachi,Sindh,24.926606,67.13038399999999,3,For Sale,5,2018-10-20,Self,Self,8.0
20717,Flat,5500000,North Nazimabad,Karachi,Sindh,24.933144,67.033167,2,For Sale,2,2018-10-20,Self,Self,4.2
20718,House,5500000,Gadap Town,Karachi,Sindh,25.05247,67.05014,3,For Sale,3,2018-10-20,Self,Self,6.4
20719,House,100000000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.916643,67.096539,0,For Sale,0,2018-10-20,Self,Self,24.0
20720,Upper Portion,3500000,Federal B Area,Karachi,Sindh,24.929408,67.08071,2,For Sale,2,2018-10-20,Self,Self,1.8
20721,House,102500000,DHA Defence,Karachi,Sindh,24.824093,67.06140500000001,0,For Sale,5,2018-11-06,Self,Self,12.0
20722,House,125000000,DHA Defence,Karachi,Sindh,24.805045,67.064323,0,For Sale,4,2018-11-06,Self,Self,20.0
20723,Flat,36000000,DHA Defence,Karachi,Sindh,24.810265,67.043552,0,For Sale,3,2018-11-06,Self,Self,10.2
20724,House,7450000,Gadap Town,Karachi,Sindh,25.051119,67.064581,3,For Sale,3,2018-10-20,Self,Self,6.4
20725,Lower Portion,4700000,Federal B Area,Karachi,Sindh,24.950499,67.07654699999999,2,For Sale,2,2018-10-19,Arif Associates,Naeem Uddin,3.3
20726,Upper Portion,4700000,Federal B Area,Karachi,Sindh,24.950499,67.07654699999999,2,For Sale,2,2018-10-19,Arif Associates,Naeem Uddin,3.3
20727,Lower Portion,4200000,Federal B Area,Karachi,Sindh,24.945596,67.072513,2,For Sale,2,2018-10-20,Arif Associates,Naeem Uddin,4.0
20728,Upper Portion,2700000,Federal B Area,Karachi,Sindh,24.945596,67.072513,2,For Sale,2,2018-10-20,Arif Associates,Naeem Uddin,4.4
20729,Flat,5600000,Bahria Town Karachi,Karachi,Sindh,24.894076,67.027715,2,For Sale,2,2019-06-21,Alpha Investment,Suleman Shaikh,4.2
20730,House,65000000,Muslimabad Society,Karachi,Sindh,24.879255,67.049402,6,For Sale,5,2019-05-06,Elite Properties,Yousuf Admani,9.5
20731,Flat,5800000,Bahria Town Karachi,Karachi,Sindh,25.020961,67.321172,2,For Sale,2,2019-06-21,Alpha Investment,Suleman Shaikh,4.2
20732,House,9800000,Malir,Karachi,Sindh,24.9052,67.187483,4,For Sale,3,2018-10-20,Self,Self,6.8
20733,House,32500000,North Nazimabad,Karachi,Sindh,24.932405,67.030249,3,For Sale,3,2018-10-20,Self,Self,8.0
20734,House,35000000,Cantt,Karachi,Sindh,24.950266,67.216759,5,For Sale,5,2018-10-21,Self,Self,9.6
20735,Flat,8000000,Al-Safaa Garden,Karachi,Sindh,25.070455,67.013906,7,For Sale,2,2018-10-20,Self,Self,4.9
20736,Flat,25000000,Jamshed Town,Karachi,Sindh,24.869111,67.060976,0,For Sale,3,2019-02-17,Madina Estate,Salman Noman,8.2
20737,Flat,32500000,Clifton,Karachi,Sindh,24.813927,67.01261,4,For Sale,4,2018-11-19,Self,Self,11.6
20738,Flat,6500000,DHA Defence,Karachi,Sindh,24.779955,67.05517900000001,0,For Sale,2,2019-04-09,Raja Hameed & Sons,Raja Humayoun Hameed,2.2
20739,Flat,6500000,DHA Defence,Karachi,Sindh,24.798481,67.045716,0,For Sale,2,2019-04-09,Raja Hameed & Sons,Raja Humayoun Hameed,4.7
20740,Flat,17000000,Jamshed Town,Karachi,Sindh,24.862453,67.080925,4,For Sale,3,2018-10-20,Self,Self,4.0
20741,Flat,7000000,Garden West,Karachi,Sindh,24.873806,67.016224,3,For Sale,3,2018-10-20,Self,Self,6.4
20742,House,400000000,DHA Defence,Karachi,Sindh,24.782215,67.074537,0,For Sale,8,2019-07-01,Younas & Sons Enterprises Real Estate,Younus Nawab,40.0
20743,House,125000000,DHA Defence,Karachi,Sindh,24.794214,67.06461,6,For Sale,6,2018-10-20,Akhtar Associates,Akhtar Baloch,20.0
20744,House,45500000,North Nazimabad,Karachi,Sindh,24.932405,67.030249,7,For Sale,11,2018-10-21,Self,Self,17.8
20745,Upper Portion,4000000,Liaquatabad,Karachi,Sindh,24.903253,67.052279,2,For Sale,4,2018-10-20,Self,Self,4.8
20746,House,86000000,DHA Defence,Karachi,Sindh,24.821639,67.071691,6,For Sale,6,2019-07-10,Sharjeel Real Estate,Malik Sharjeel,20.0
20747,Flat,11000000,Gulistan-e-Jauhar,Karachi,Sindh,24.926606,67.13038399999999,3,For Sale,3,2018-10-21,Self,Self,8.6
20748,House,9500000,Malir,Karachi,Sindh,24.882302,67.18467700000001,2,For Sale,6,2018-10-20,Self,Self,5.4
20749,House,22500000,North Karachi,Karachi,Sindh,24.981857,67.060118,3,For Sale,4,2018-10-21,Self,Self,11.5
20750,Flat,8800000,Amir Khusro,Karachi,Sindh,24.880714,67.080477,0,For Sale,0,2018-10-20,Self,Self,3.8
20751,Flat,4000000,Federal B Area,Karachi,Sindh,24.937736,67.080152,2,For Sale,2,2018-10-20,Self,Self,2.4
20752,Flat,5200000,Aisha Manzil,Karachi,Sindh,24.927498,67.064165,2,For Sale,2,2018-10-20,Self,Self,4.2
20753,House,45000000,Cantt,Karachi,Sindh,24.950266,67.216759,5,For Sale,5,2018-10-20,Self,Self,12.0
20754,Flat,19000000,Jamshed Town,Karachi,Sindh,24.862889000000003,67.044288,3,For Sale,3,2018-10-20,Self,Self,7.6
