,property_type,price,location,city,province_name,latitude,longitude,baths,purpose,bedrooms,date_added,agency,agent,Area_in_Marla
20379,House,7550000,Lahore Garden Housing Scheme,Lahore,Punjab,31.590554,74.208219,4,For Sale,4,2018-11-05,Self,Self,5.0
20380,House,5500000,Al Rehman Garden,Lahore,Punjab,31.598824,74.228218,4,For Sale,3,2019-07-02,Al Raheem Estate & Builders,"Dildar Khan, Gulfam, Saeed Bajwa",3.0
20381,Flat,5100000,North Karachi,Karachi,Sindh,24.972287,67.066298,2,For Sale,3,2018-10-20,Self,Self,5.3
20382,Flat,12000000,Gulistan-e-Jauhar,Karachi,Sindh,24.920687,67.116428,3,For Sale,3,2018-10-20,Self,Self,6.4
20383,House,15000000,North Karachi,Karachi,Sindh,24.983024,67.0681,2,For Sale,3,2018-10-20,Self,Self,4.8
20384,Upper Portion,3900000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.91746,67.087412,3,For Sale,3,2018-10-20,Self,Self,3.2
20385,Flat,9500000,P & T Colony,Karachi,Sindh,24.826386,67.045677,0,For Sale,2,2019-06-05,Lajpal Real Estate Consultant Renovation  Interior,Hari Chand Sehlish Kinger,5.3
20386,House,60000000,DHA Defence,Karachi,Sindh,24.824093,67.06140500000001,4,For Sale,4,2019-04-09,Land Masters Realty Investments,Ghulam Abbas Zaidi,8.0
20387,Flat,10000000,Gulistan-e-Jauhar,Karachi,Sindh,24.926606,67.13038399999999,4,For Sale,3,2018-10-20,Self,Self,5.3
20388,Flat,2900000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.95618,67.115135,2,For Sale,2,2018-10-20,Self,Self,3.6
20389,House,13800000,Scheme 33,Karachi,Sindh,24.968102,67.17021700000001,5,For Sale,4,2019-03-10,Yards & Acres,Hasnain Shah,4.8
20390,House,11500000,Bahria Town Karachi,Karachi,Sindh,24.894076,67.027715,3,For Sale,3,2018-10-20,Self,Self,7.0
20391,House,120000000,DHA Defence,Karachi,Sindh,24.805045,67.064323,5,For Sale,5,2019-05-06,Jagir Real Estate Consultants,Afzal Jagir,24.0
20392,Flat,11000000,North Nazimabad,Karachi,Sindh,24.933144,67.033167,3,For Sale,3,2018-10-20,Self,Self,7.1
20393,Flat,12200000,Gulistan-e-Jauhar,Karachi,Sindh,24.912026,67.13073299999999,3,For Sale,3,2018-10-20,Self,Self,8.0
20394,House,4200000,Malir,Karachi,Sindh,24.890809,67.19782,1,For Sale,3,2018-10-20,Self,Self,3.2
20395,House,70000000,DHA Defence,Karachi,Sindh,24.805045,67.064323,4,For Sale,4,2018-10-20,Self,Self,12.0
20396,Flat,11000000,Nazimabad,Karachi,Sindh,24.91493,67.02664399999999,3,For Sale,3,2018-10-20,Self,Self,6.0
20397,House,17000000,New Karachi,Karachi,Sindh,24.995238,67.064924,0,For Sale,0,2018-10-20,Self,Self,4.8
20398,Flat,27500000,Dalmia Cement Factory Road,Karachi,Sindh,24.903908,67.102623,4,For Sale,4,2018-10-20,Self,Self,12.2
20399,House,35000000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.912128,67.099257,0,For Sale,0,2018-10-20,Self,Self,9.6
20400,House,15000000,Scheme 33,Karachi,Sindh,24.964623,67.16855799999999,4,For Sale,4,2019-06-07,AMS Group Daata Estate,Laraib Wahid,4.8
20401,House,122500000,DHA Defence,Karachi,Sindh,24.782215,67.074537,6,For Sale,5,2019-04-06,Home Key Real Estate,Asif Khan,20.0
20402,House,35000000,Naval Colony,Karachi,Sindh,24.94653,66.93819,6,For Sale,7,2018-10-20,Pakistan Estates,Taimur,4.8
20403,House,23000000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.893638,67.05149200000001,0,For Sale,0,2018-10-20,Self,Self,7.6
20404,Upper Portion,11500000,North Nazimabad,Karachi,Sindh,24.961832,67.050476,0,For Sale,0,2018-10-20,Self,Self,9.6
20405,House,5200000,North Karachi,Karachi,Sindh,24.972287,67.066298,2,For Sale,3,2018-10-20,Self,Self,3.4
20406,Flat,21000000,Jamshed Town,Karachi,Sindh,24.869111,67.060976,3,For Sale,3,2018-10-20,Self,Self,7.1
20407,Flat,4500000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.898465,67.0625,2,For Sale,3,2018-10-20,Self,Self,3.3
20408,Upper Portion,6500000,North Karachi,Karachi,Sindh,24.981857,67.060118,3,For Sale,3,2019-07-01,Fine Associates & Constructions,"Umair , Arshian",6.2
20409,Upper Portion,6600000,North Karachi,Karachi,Sindh,24.981857,67.060118,3,For Sale,3,2019-07-01,Fine Associates & Constructions,"Umair , Arshian",6.2
20410,Upper Portion,7200000,North Karachi,Karachi,Sindh,24.981857,67.060118,3,For Sale,3,2019-07-01,Fine Associates & Constructions,"Umair , Arshian",6.2
20411,Flat,61500000,Clifton,Karachi,Sindh,24.825028,67.03157900000001,4,For Sale,4,2019-07-10,Sharjeel Real Estate,Malik Sharjeel,14.2
20412,Upper Portion,6500000,North Karachi,Karachi,Sindh,24.970687866211,67.05902099609399,2,For Sale,2,2019-06-07,Fine Associates & Constructions,"Umair , Arshian",4.4
20413,Flat,1950000,North Karachi,Karachi,Sindh,24.981857,67.060118,1,For Sale,1,2019-07-01,Fine Associates & Constructions,"Umair , Arshian",2.0
20414,Flat,3600000,North Karachi,Karachi,Sindh,24.962319,67.07431899999999,2,For Sale,2,2019-06-29,Fine Associates & Constructions,"Umair , Arshian",3.8
20415,House,112500000,KDA Scheme 1,Karachi,Sindh,24.879857,67.090538,6,For Sale,6,2019-06-05,Moti Estate & Builders,Sudais Moti,18.3
20416,House,11500000,Bahria Town Karachi,Karachi,Sindh,25.058062,67.306626,0,For Sale,3,2019-05-06,SH Real Estate & Builders,Adnan Ali,8.0
20417,Flat,3200000,Korangi,Karachi,Sindh,24.832078,67.129869,3,For Sale,2,2018-10-20,Self,Self,4.2
20418,House,11000000,Bin Qasim Town,Karachi,Sindh,24.852173,67.289715,0,For Sale,6,2018-10-20,Al Aziz Estate,Ismail,4.8
20419,Flat,10000000,DHA Defence,Karachi,Sindh,24.810265,67.043552,2,For Sale,2,2018-10-20,Self,Self,3.6
20420,Upper Portion,8000000,Nazimabad,Karachi,Sindh,24.91493,67.02664399999999,0,For Sale,3,2018-10-20,Prince Associates,Faizan,4.3
20421,House,16500000,Gulberg Town,Karachi,Sindh,24.916254,67.063501,5,For Sale,8,2018-10-20,Self,Self,4.9
20422,Flat,6200000,Malir,Karachi,Sindh,24.9052,67.187485,2,For Sale,2,2018-12-19,Self,Self,4.9
20423,House,3500000,Orangi Town,Karachi,Sindh,24.96544,66.966348,3,For Sale,2,2018-10-20,Self,Self,4.8
20424,Flat,22000000,DHA Defence,Karachi,Sindh,24.791955,67.06508199999999,4,For Sale,4,2018-10-20,Self,Self,10.6
20425,Flat,7500000,Gulistan-e-Jauhar,Karachi,Sindh,24.932222,67.14726,3,For Sale,3,2018-10-20,Iconic Real Estate,"Raja Khatri ,",5.0
20426,Flat,2700000,Federal B Area,Karachi,Sindh,24.926606,67.067707,1,For Sale,2,2018-10-20,Self,Self,1.9
20427,House,30000000,Scheme 33,Karachi,Sindh,24.938913,67.14059300000001,10,For Sale,9,2018-10-20,Self,Self,16.0
20428,Flat,1400000,Delhi Colony,Karachi,Sindh,24.831727,67.043931,1,For Sale,2,2019-05-06,Faisal Estate,Muhammad Faisal,2.4
20429,Flat,38500000,Cantt,Karachi,Sindh,24.850177764893,67.041091918945,4,For Sale,3,2018-11-05,Self,Self,11.0
20430,Flat,10000000,DHA Defence,Karachi,Sindh,24.832117,67.063637,2,For Sale,2,2019-05-06,Thanvi Associate,Muhammad Talha Thanvi noman rana,4.0
20431,House,140000000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.898465,67.0625,6,For Sale,10,2018-10-20,Self,Self,40.0
20432,Flat,6000000,North Nazimabad,Karachi,Sindh,24.94474,67.0575,2,For Sale,3,2018-10-20,Zeeshan Associates,Zeeshan Khan,5.3
20433,Flat,6500000,DHA Defence,Karachi,Sindh,24.779955,67.05517900000001,2,For Sale,0,2018-10-20,Self,Self,2.0
20434,Flat,2500000,Delhi Colony,Karachi,Sindh,24.831726,67.04393,1,For Sale,2,2018-10-20,Self,Self,2.4
20435,Flat,26000000,DHA Defence,Karachi,Sindh,24.791955,67.06508199999999,3,For Sale,3,2018-10-20,Self,Self,8.0
20436,Flat,10500000,North Nazimabad,Karachi,Sindh,24.949176,67.051578,3,For Sale,3,2019-06-14,Mattloob Estate Agency,Ahmer Mattloob Mattloob Ahmed,5.3
20437,Flat,5800000,Scheme 33,Karachi,Sindh,24.950398,67.14721800000001,3,For Sale,2,2019-03-10,Yards & Acres,Hasnain Shah,5.3
20438,Flat,6500000,Clifton,Karachi,Sindh,24.825028,67.03157900000001,3,For Sale,3,2019-01-18,Al Ghazi Real Estate,S Faraz Zaidi,8.0
20439,Flat,4500000,Clifton,Karachi,Sindh,24.825028,67.03157900000001,2,For Sale,2,2019-01-18,Al Ghazi Real Estate,S Faraz Zaidi,3.8
20440,Flat,4500000,P & T Colony,Karachi,Sindh,24.826386,67.045677,2,For Sale,2,2019-01-18,Al Ghazi Real Estate,S Faraz Zaidi,4.0
20441,Flat,4800000,P & T Colony,Karachi,Sindh,24.826386,67.045677,2,For Sale,2,2019-01-18,Al Ghazi Real Estate,S Faraz Zaidi,4.2
20442,House,11000000,Scheme 33,Karachi,Sindh,24.964623,67.16855799999999,3,For Sale,5,2018-10-20,Self,Self,4.8
20443,House,12500000,Bahria Town Karachi,Karachi,Sindh,25.062938,67.314471,0,For Sale,0,2019-04-17,The Managers Group Real Estate & Builders,Ch. Muhammad Mushtaq,5.3
20444,Flat,8500000,Bahria Town Karachi,Karachi,Sindh,25.051778,67.319934,0,For Sale,2,2019-02-17,The Managers Group Real Estate & Builders,Ch Muhammad Mushtaq,4.9
20445,Flat,8500000,Bahria Town Karachi,Karachi,Sindh,25.051778,67.319934,0,For Sale,2,2019-04-17,The Managers Group Real Estate & Builders,Ch Muhammad Mushtaq,4.9
20446,Flat,6500000,North Karachi,Karachi,Sindh,24.952935,67.066265,2,For Sale,2,2018-10-20,Self,Self,3.7
20447,Upper Portion,8500000,Federal B Area,Karachi,Sindh,24.916178,67.07699699999999,2,For Sale,2,2018-10-20,Self,Self,4.8
20448,Flat,3500000,Rabia City,Karachi,Sindh,24.907814,67.132983,2,For Sale,2,2018-10-20,Self,Self,4.4
20449,Flat,6000000,North Karachi,Karachi,Sindh,24.972287,67.066298,2,For Sale,2,2018-10-20,Self,Self,4.4
20450,Penthouse,13000000,Jamshed Town,Karachi,Sindh,24.862453,67.080925,3,For Sale,3,2018-10-20,Self,Self,8.0
20451,House,7500000,Shah Faisal Town,Karachi,Sindh,24.874406,67.18091700000001,4,For Sale,5,2018-10-20,Self,Self,5.0
20452,House,175000,Bath Island,Karachi,Sindh,24.835661,67.028604,4,For Rent,4,2019-05-19,Hum Real Estate,AWAIS MEMEON,10.0
20453,Flat,35000,DHA Defence,Karachi,Sindh,24.805045,67.064323,0,For Rent,3,2019-04-19,SH Real Estate & Builders,Adnan Ali,2.2
20454,Flat,45000,DHA Defence,Karachi,Sindh,24.805045,67.064323,0,For Rent,2,2019-04-19,SH Real Estate & Builders,Adnan Ali,2.2
20455,Lower Portion,100000,Clifton,Karachi,Sindh,24.813927,67.01261,3,For Rent,3,2019-07-09,Kainat Associates,Shaukat Ali Khan,10.0
20456,Flat,5500000,North Karachi,Karachi,Sindh,24.97645,67.060289,2,For Sale,2,2018-10-20,Zeeshan Associates,Zeeshan Khan,3.6
20457,Flat,8500000,Saddar Town,Karachi,Sindh,24.876626,67.01821899999999,3,For Sale,4,2018-10-20,Self,Self,6.2
20458,Flat,23000000,DHA Defence,Karachi,Sindh,24.80824,67.06822199999999,3,For Sale,3,2018-10-20,Self,Self,16.0
20459,Flat,8500000,DHA Defence,Karachi,Sindh,24.797098,67.050927,2,For Sale,2,2019-06-05,Younus Zubair Associates,Furqan Tabani,4.0
20460,Flat,15000000,Gulberg Town,Karachi,Sindh,24.928163,67.064295,2,For Sale,2,2018-10-20,Self,Self,5.3
20461,Flat,2150000,North Karachi,Karachi,Sindh,24.972287,67.066298,2,For Sale,2,2018-10-20,Self,Self,2.4
20462,House,9500000,Malir,Karachi,Sindh,24.9052,67.187483,3,For Sale,3,2018-10-20,Self,Self,6.8
20463,Flat,11000000,Scheme 33,Karachi,Sindh,24.938913,67.14059300000001,6,For Sale,4,2019-02-16,Realtors Destiny,Jawed  Rizwan,11.6
20464,House,140000000,DHA Defence,Karachi,Sindh,24.805044,67.06432,9,For Sale,9,2018-10-20,Self,Self,28.0
20465,House,67500000,DHA Defence,Karachi,Sindh,24.824093,67.0614,4,For Sale,4,2019-06-14,Find Homes Real Estate,M. Faisal Paracha,12.0
20467,Flat,5950000,North Karachi,Karachi,Sindh,24.972287,67.066298,2,For Sale,4,2018-10-20,Self,Self,4.7
20468,Flat,5500000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.916643,67.096539,2,For Sale,2,2018-10-20,Self,Self,4.4
20469,Flat,4200000,North Nazimabad,Karachi,Sindh,24.933961,67.046642,2,For Sale,2,2019-06-14,Zaka Estate,Zakaullah Khan,3.3
20470,House,12000000,Korangi,Karachi,Sindh,24.822431,67.12003299999999,3,For Sale,2,2019-06-21,Amir Brothers Associates Lucknow Estate & Builders,M Amir Qureshi,3.9
20471,Flat,15000000,KDA Scheme 1,Karachi,Sindh,24.879857,67.090538,2,For Sale,2,2019-06-05,Aklins Properties,Muhammad Sarfraz,5.2
20472,Flat,5500000,Abul Hassan Isphani Road,Karachi,Sindh,24.941817,67.098056,3,For Sale,3,2018-10-20,Self,Self,4.9
20473,House,12700000,Gadap Town,Karachi,Sindh,25.015331,67.126094,5,For Sale,6,2018-10-20,Self,Self,5.0
20474,Flat,8400000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.934623,67.099164,2,For Sale,2,2019-03-19,Abdullah Real Estate,Adnan Yasin,4.7
20475,Flat,9200000,Gulistan-e-Jauhar,Karachi,Sindh,24.916185,67.135196,3,For Sale,3,2018-10-20,Self,Self,6.2
20476,Flat,6000000,Federal B Area,Karachi,Sindh,24.926606,67.067707,2,For Sale,2,2018-10-20,Self,Self,4.0
20477,House,10000000,North Karachi,Karachi,Sindh,24.952394,67.071085,3,For Sale,4,2018-10-20,Self,Self,10.4
20478,House,55000000,Gulistan-e-Jauhar,Karachi,Sindh,24.923999,67.13414,7,For Sale,6,2018-10-20,Abdullah Real Estate,Adnan Yasin,16.0
20479,Upper Portion,12000000,Nazimabad,Karachi,Sindh,24.905355,67.036085,3,For Sale,4,2018-10-20,Self,Self,6.0
20480,Flat,2200000,Liaquatabad,Karachi,Sindh,24.903253,67.052279,2,For Sale,1,2019-06-05,Shah Estate & Associate,Muhammad bilal Muhammad Talha,2.0
20481,Flat,12000000,DHA Defence,Karachi,Sindh,24.797098,67.050927,2,For Sale,2,2018-10-20,Self,Self,4.2
20482,Flat,2200000,Lyari Town,Karachi,Sindh,24.854899,66.99186800000001,2,For Sale,2,2018-10-20,Self,Self,3.3
20483,Flat,3500000,Garden West,Karachi,Sindh,24.873806,67.016224,2,For Sale,3,2018-10-20,Self,Self,4.9
20484,Upper Portion,12000000,Nazimabad,Karachi,Sindh,24.905355,67.03609,3,For Sale,3,2018-10-20,Self,Self,8.0
20485,House,230000000,Federal B Area,Karachi,Sindh,24.936802,67.07075400000001,6,For Sale,6,2018-10-20,Self,Self,24.0
20486,House,15000000,Federal B Area,Karachi,Sindh,24.929408,67.08071,1,For Sale,2,2018-10-20,Self,Self,4.8
20487,Flat,2000000,Delhi Colony,Karachi,Sindh,24.831726,67.04393,1,For Sale,2,2019-05-06,Faisal Estate,Muhammad Faisal,2.4
20488,House,6000000,Delhi Colony,Karachi,Sindh,24.831727,67.043931,0,For Sale,0,2019-05-06,Faisal Estate,Muhammad Faisal,2.4
20490,House,65000000,North Nazimabad,Karachi,Sindh,24.941744,67.053638,5,For Sale,6,2018-10-20,Self,Self,24.0
20491,Upper Portion,7500000,Korangi,Karachi,Sindh,24.829429,67.11941999999999,4,For Sale,4,2018-10-20,Self,Self,11.2
20493,House,19500000,North Nazimabad,Karachi,Sindh,24.952231,67.042321,4,For Sale,4,2018-10-20,Self,Self,8.0
20494,Flat,8000000,North Nazimabad,Karachi,Sindh,24.935635,67.05102,2,For Sale,2,2018-10-20,Self,Self,4.7
20496,Upper Portion,18000000,Jamshed Town,Karachi,Sindh,24.871447,67.058573,0,For Sale,0,2018-10-20,Self,Self,8.0
20497,Flat,2600000,University Road,Karachi,Sindh,24.92252,67.103269,2,For Sale,2,2018-10-20,Self,Self,2.4
20498,Flat,5500000,Federal B Area,Karachi,Sindh,24.931276,67.074873,2,For Sale,2,2018-11-19,Self,Self,3.6
20499,House,11500000,Shahra-e-Faisal,Karachi,Sindh,24.866563,67.07996999999999,2,For Sale,2,2018-10-20,Self,Self,4.8
20500,Flat,4000000,North Karachi,Karachi,Sindh,24.96986,67.06695699999999,2,For Sale,2,2018-10-20,Self,Self,3.6
20501,Flat,7000000,DHA Defence,Karachi,Sindh,24.798481,67.045715,3,For Sale,3,2018-10-20,Self,Self,4.0
20502,House,15500000,Federal B Area,Karachi,Sindh,24.918394,67.066677,1,For Sale,2,2018-10-20,Self,Self,4.8
20503,House,65000000,DHA Defence,Karachi,Sindh,24.805044,67.06432,6,For Sale,8,2019-02-17,K K Real Estate,Nazir Iqbal Afridi,20.0
20504,House,35000000,North Nazimabad,Karachi,Sindh,24.941744,67.053638,0,For Sale,0,2018-10-20,Self,Self,10.2
20505,Flat,9500000,Gulistan-e-Jauhar,Karachi,Sindh,24.924636,67.141903,3,For Sale,5,2018-10-20,Self,Self,6.9
20506,Flat,5000000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.923765,67.09852,2,For Sale,2,2018-10-20,Self,Self,2.9
20507,Flat,20000000,Jamshed Town,Karachi,Sindh,24.877171,67.044754,3,For Sale,3,2018-10-20,Self,Self,6.2
20508,House,26000000,Federal B Area,Karachi,Sindh,24.937736,67.080152,0,For Sale,0,2018-10-20,Self,Self,4.8
20509,House,200000000,DHA Defence,Karachi,Sindh,24.805045,67.064323,6,For Sale,6,2019-02-17,K K Real Estate,Nazir Iqbal Afridi,40.0
20510,House,6200000,North Karachi,Karachi,Sindh,24.972287,67.066298,0,For Sale,0,2018-10-20,Self,Self,3.2
20511,House,14000000,circular road,Karachi,Sindh,25.080332,67.146873,5,For Sale,4,2018-10-20,Self,Self,4.8
20512,House,105000000,DHA Defence,Karachi,Sindh,24.810265,67.043552,6,For Sale,5,2019-04-06,JJS Enterprises,Jacob Jehangir,20.0
20513,House,32500000,Gulistan-e-Jauhar,Karachi,Sindh,24.923142,67.134826,7,For Sale,5,2018-10-20,Self,Self,9.6
20514,Flat,25000000,Saddar Town,Karachi,Sindh,24.860389,67.027795,0,For Sale,0,2018-10-20,Self,Self,10.2
20515,Flat,5500000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.920535,67.08312,2,For Sale,2,2018-10-20,Self,Self,4.7
20516,Flat,15000000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.914152,67.10816899999999,3,For Sale,3,2018-10-20,Self,Self,7.6
20517,House,7450000,Gadap Town,Karachi,Sindh,25.051119,67.064581,3,For Sale,5,2018-10-20,Self,Self,6.4
20518,Upper Portion,3500000,Federal B Area,Karachi,Sindh,24.922779087149,67.075975587901,2,For Sale,2,2018-10-20,Self,Self,3.2
20519,House,5500000,Bahria Town Karachi,Karachi,Sindh,24.894076,67.027715,2,For Sale,3,2018-10-20,Self,Self,5.0
20520,House,17000000,Soan Garden,Islamabad,Islamabad Capital,33.564427,73.157101,6,For Sale,8,2018-11-06,Self,Self,18.0
20521,House,11500000,Gulshan-e-Khudadad,Islamabad,Islamabad Capital,33.626837,72.98273,0,For Sale,5,2018-11-05,Self,Self,5.0
20522,House,12100000,Soan Garden,Islamabad,Islamabad Capital,33.564426,73.157104,4,For Sale,4,2018-11-06,Self,Self,8.0
20523,House,270000000,E-7,Islamabad,Islamabad Capital,33.727409,73.04758100000001,4,For Sale,4,2018-11-06,Self,Self,48.0
20524,Flat,18500000,DHA Defence,Islamabad,Islamabad Capital,33.539071,73.15633299999999,4,For Sale,4,2018-11-06,AL Farrukh Real Estate & Builders,Malik Taimoor Ahmed,11.6
20525,House,20000000,Bhara kahu,Islamabad,Islamabad Capital,33.737402,73.179159,4,For Sale,6,2018-11-06,Self,Self,20.0
20526,Flat,9000000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,2,For Sale,2,2019-04-05,Ettemad Enterprises,Ettemad,5.3
20527,House,13000000,Ghauri Town,Islamabad,Islamabad Capital,33.61855,73.135471,6,For Sale,6,2019-05-05,Dreams World,Chaudhry Imran Khan,5.0
20528,House,2900000,Partal Town,Islamabad,Islamabad Capital,33.640991,73.20405,2,For Sale,3,2018-11-06,Self,Self,3.5
20529,House,21000000,I-10,Islamabad,Islamabad Capital,33.649778999999995,73.02938499999999,4,For Sale,4,2018-11-06,Self,Self,6.6
20530,House,10500000,Ghauri Town,Islamabad,Islamabad Capital,33.61855,73.135471,4,For Sale,4,2019-05-05,Dreams World,Chaudhry Imran Khan,5.0
20531,House,52400000,DHA Defence,Islamabad,Islamabad Capital,33.527944,73.161392,7,For Sale,6,2019-02-16,SnS Solutions,Mohsin,20.0
20532,House,11000000,Tarlai,Islamabad,Islamabad Capital,33.640278,73.15392,3,For Sale,3,2018-11-06,Self,Self,10.0
20533,Flat,2650000,G-15,Islamabad,Islamabad Capital,33.630057,72.927146,2,For Sale,2,2019-06-19,Fazal Builders and Co.,Ch Mohsin Ali,2.9
20534,House,15500000,G-13,Islamabad,Islamabad Capital,33.645957,72.96247199999999,3,For Sale,3,2018-11-06,Self,Self,4.0
20535,House,39000000,DHA Defence,Islamabad,Islamabad Capital,33.528946000000005,73.14250899999999,6,For Sale,6,2018-11-06,AL Farrukh Real Estate & Builders,Malik Taimoor Ahmed,17.0
20536,House,12000000,Soan Garden,Islamabad,Islamabad Capital,33.564427,73.157101,5,For Sale,4,2018-11-06,Self,Self,8.0
20537,House,5900000,Pindorian,Islamabad,Islamabad Capital,33.64595,73.117622,5,For Sale,4,2018-11-06,Self,Self,5.0
20538,House,125000000,F-8,Islamabad,Islamabad Capital,33.713131,73.038383,10,For Sale,11,2018-11-06,Self,Self,20.0
20539,House,23500000,G-8,Islamabad,Islamabad Capital,33.697423,73.049555,4,For Sale,4,2019-02-04,Self,Self,3.0
20540,House,16000000,Green Avenue,Islamabad,Islamabad Capital,33.668941,73.151413,6,For Sale,5,2018-11-06,Self,Self,6.0
20541,House,22000000,National Police Foundation O-9,Islamabad,Islamabad Capital,33.570792,73.13251,6,For Sale,4,2018-11-06,Self,Self,20.0
20542,Flat,5400000,DHA Defence,Islamabad,Islamabad Capital,33.5244025,73.1469834,3,For Sale,2,2018-11-06,AL Farrukh Real Estate & Builders,Malik Taimoor Ahmed,4.9
20543,House,10500000,Bhara kahu,Islamabad,Islamabad Capital,33.737403869629,73.179161071777,6,For Sale,6,2019-06-19,Hafeez Real Estate,Hafeez Ullah,10.0
20544,Flat,4000000,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,0,For Sale,2,2019-02-04,Ghousia International,Taha Numan Arshad,3.9
20545,Flat,6000000,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,0,For Sale,3,2019-02-04,Ghousia International,Taha Numan Arshad,5.4
20546,Flat,2500000,G-15,Islamabad,Islamabad Capital,33.631485999999995,72.926559,0,For Sale,2,2019-02-04,Ghousia International,Taha Numan Arshad,3.2
20547,Flat,4000000,Korang Town,Islamabad,Islamabad Capital,33.579034,73.13959100000001,0,For Sale,3,2019-02-04,Ghousia International,Taha Numan Arshad,4.5
20548,Flat,2500000,Korang Town,Islamabad,Islamabad Capital,33.579034,73.13959100000001,0,For Sale,2,2019-02-04,Ghousia International,Taha Numan Arshad,3.2
20549,Flat,1500000,Korang Town,Islamabad,Islamabad Capital,33.579034,73.13959100000001,0,For Sale,1,2019-02-04,Ghousia International,Taha Numan Arshad,2.5
20550,House,5600000,New Shakrial,Islamabad,Islamabad Capital,33.640419,73.110943,3,For Sale,2,2018-11-06,Self,Self,5.0
20551,Flat,23000000,G-11,Islamabad,Islamabad Capital,33.674768,72.99846,3,For Sale,3,2019-03-06,Ash'hab Enterprises,Shah Khan,9.8
20552,Flat,23000000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,4,For Sale,4,2018-11-06,Self,Self,12.0
20553,Flat,20000000,DHA Defence,Islamabad,Islamabad Capital,33.539071,73.15633299999999,3,For Sale,3,2019-02-04,AL Farrukh Real Estate & Builders,Mazhar Abbas,10.0
20554,House,16000000,DHA Defence,Islamabad,Islamabad Capital,33.536959,73.17541800000001,4,For Sale,4,2019-01-05,Aitemaad Property,M Shoaib,5.0
20555,House,17500000,I-10,Islamabad,Islamabad Capital,33.648922,73.038969,4,For Sale,5,2018-11-06,Self,Self,6.0
20556,House,17500000,I-10,Islamabad,Islamabad Capital,33.649778999999995,73.02938499999999,4,For Sale,5,2018-11-06,Self,Self,6.0
20557,House,13500000,PWD Housing Scheme,Islamabad,Islamabad Capital,33.570793,73.145256,4,For Sale,4,2018-11-06,Self,Self,6.0
20558,Upper Portion,54000,DHA Defence,Islamabad,Islamabad Capital,33.528374,73.171864,3,For Rent,3,2019-07-01,Infinity Properties,Rashid Ali,20.0
20559,House,80000,G-9,Islamabad,Islamabad Capital,33.68946,73.03144499999999,4,For Rent,4,2018-10-20,Self,Self,7.0
20560,House,70000,Jhangi Syedan,Islamabad,Islamabad Capital,33.624658000000004,72.943627,8,For Rent,9,2018-10-20,Self,Self,6.0
20561,House,75000,G-8,Islamabad,Islamabad Capital,33.697422,73.04955,3,For Rent,4,2018-10-20,Self,Self,13.0
20562,Upper Portion,50000,DHA Defence,Islamabad,Islamabad Capital,33.542039,73.093414,4,For Rent,3,2018-10-20,Self,Self,40.0
20563,Flat,90000,F-8,Islamabad,Islamabad Capital,33.70798,73.050476,0,For Rent,0,2018-10-20,Self,Self,3.0
20564,House,155000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,6,For Rent,5,2018-10-20,Self,Self,20.0
20566,Upper Portion,42000,DHA Defence,Islamabad,Islamabad Capital,33.527944,73.161392,3,For Rent,3,2018-10-20,Self,Self,20.0
20567,House,18000,DHA Defence,Islamabad,Islamabad Capital,33.507335999999995,73.26610600000001,2,For Rent,2,2018-10-20,Self,Self,6.4
20568,Flat,20000,Bahria Town,Islamabad,Islamabad Capital,33.550837268049,73.10628890991201,2,For Rent,3,2018-10-20,Self,Self,3.6
20569,Upper Portion,125000,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,3,For Rent,3,2019-07-03,Farhan Real Estate,Azmat Ullah Qureshi,32.0
20570,Lower Portion,45000,Green Avenue,Islamabad,Islamabad Capital,33.668941,73.151413,4,For Rent,3,2018-10-20,Self,Self,10.0
20571,Upper Portion,23000,CBR Town,Islamabad,Islamabad Capital,33.559385,73.141265,3,For Rent,3,2018-10-20,Self,Self,7.0
20572,Lower Portion,22000,CBR Town,Islamabad,Islamabad Capital,33.559385,73.141265,3,For Rent,3,2018-10-20,Self,Self,7.0
20573,Lower Portion,38000,CBR Town,Islamabad,Islamabad Capital,33.559385,73.141265,3,For Rent,3,2018-10-20,Self,Self,12.0
20574,Upper Portion,20000,CBR Town,Islamabad,Islamabad Capital,33.559385,73.141265,2,For Rent,2,2018-10-20,Self,Self,12.0
20575,Lower Portion,60000,DHA Defence,Islamabad,Islamabad Capital,33.540894,73.095732,6,For Rent,6,2018-10-20,Self,Self,16.0
